Time_ns,RMSD_Framework_A,RMSD_CDRs_A
1.8540,1.3204,2.0981
1.8560,1.3107,2.2461
1.8580,1.3086,2.0311
1.8600,1.2536,2.0295
1.8620,1.3074,2.1335
1.8640,1.3077,2.1559
1.8660,1.2345,2.1660
1.8680,1.3508,2.2049
1.8700,1.3915,2.1109
1.8720,1.2701,2.1582
1.8740,1.3572,2.1415
1.8760,1.3548,2.1115
1.8780,1.4023,2.1334
1.8800,1.3468,2.1578
1.8820,1.3151,2.2142
1.8840,1.2673,1.9777
1.8860,1.2903,1.8525
1.8880,1.3289,1.8902
1.8900,1.2816,1.8426
1.8920,1.3320,2.0290
1.8940,1.3610,1.9173
1.8960,1.3372,1.9510
1.8980,1.3434,2.1225
1.9000,1.3936,1.9424
1.9020,1.4200,2.0727
1.9040,1.3905,1.9094
1.9060,1.3718,2.0364
1.9080,1.3125,2.0987
1.9100,1.3267,2.2504
1.9120,1.3355,2.1216
1.9140,1.3120,2.1134
1.9160,1.3473,2.0987
1.9180,1.3807,1.9723
1.9200,1.3733,1.9274
1.9220,1.3292,2.0090
1.9240,1.3417,1.9250
1.9260,1.3913,1.8432
1.9280,1.3748,1.9892
1.9300,1.3835,2.0079
1.9320,1.4018,1.9792
1.9340,1.4119,1.9411
1.9360,1.3402,1.9475
1.9380,1.4091,2.0265
1.9400,1.4119,2.0075
1.9420,1.5014,2.0765
1.9440,1.5092,2.0203
1.9460,1.4979,1.8540
1.9480,1.4612,1.9280
1.9500,1.4302,1.9893
1.9520,1.4480,2.0105
1.9540,1.4816,2.1569
1.9560,1.4902,2.0405
1.9580,1.4616,1.9582
1.9600,1.4109,1.8568
1.9620,1.3781,1.8880
1.9640,1.4307,1.8116
1.9660,1.4610,1.7814
1.9680,1.4994,1.8565
1.9700,1.5147,1.9292
1.9720,1.5126,1.9453
1.9740,1.4391,1.8702
1.9760,1.4803,1.8622
1.9780,1.4952,1.8902
1.9800,1.4169,1.9449
1.9820,1.4845,2.1863
1.9840,1.4586,1.9287
1.9860,1.4640,2.0490
1.9880,1.4992,2.0510
1.9900,1.4866,2.0778
1.9920,1.4774,1.9597
1.9940,1.4466,2.0573
1.9960,1.4262,2.0778
1.9980,1.4422,2.0270
2.0000,1.4164,1.8947
2.0020,1.4789,1.8738
2.0040,1.4293,1.9579
2.0060,1.4239,1.9902
2.0080,1.4708,1.9715
2.0100,1.5011,1.9604
2.0120,1.4738,2.0753
2.0140,1.4378,1.9608
2.0160,1.4718,2.0203
2.0180,1.4873,2.2534
2.0200,1.4697,2.1088
2.0220,1.4377,2.0524
2.0240,1.4669,2.0670
2.0260,1.4392,2.0268
2.0280,1.4631,1.9892
2.0300,1.4094,1.9282
2.0320,1.4308,2.0121
2.0340,1.4489,2.0238
2.0360,1.4008,1.9915
2.0380,1.4843,2.0186
2.0400,1.4795,1.9896
2.0420,1.4556,1.9907
2.0440,1.4513,2.0142
2.0460,1.4865,2.1254
2.0480,1.4497,2.0631
2.0500,1.4588,1.9464
2.0520,1.4556,1.9840
2.0540,1.4193,1.9954
2.0560,1.4228,1.9331
2.0580,1.3922,1.9900
2.0600,1.3975,1.8766
2.0620,1.4163,2.0627
2.0640,1.4536,2.1066
2.0660,1.5044,1.9792
2.0680,1.5208,1.9761
2.0700,1.5203,1.9297
2.0720,1.5297,1.9874
2.0740,1.4556,2.0077
2.0760,1.5072,2.0068
2.0780,1.4885,2.0591
2.0800,1.5251,2.0692
2.0820,1.5202,1.9460
2.0840,1.4715,1.9408
2.0860,1.4336,2.0369
2.0880,1.4752,1.9830
2.0900,1.4468,1.9791
2.0920,1.4204,1.9694
2.0940,1.4024,1.8819
2.0960,1.4820,1.9478
2.0980,1.4627,1.9761
2.1000,1.4654,1.9913
2.1020,1.5350,1.8094
2.1040,1.5592,2.0443
2.1060,1.5430,2.1314
2.1080,1.5839,1.9290
2.1100,1.4799,1.9086
2.1120,1.5004,1.8278
2.1140,1.4819,1.8210
2.1160,1.5064,1.9770
2.1180,1.4976,1.9318
2.1200,1.5379,2.1012
2.1220,1.4666,2.0810
2.1240,1.4934,2.0923
2.1260,1.4583,2.0505
2.1280,1.4392,1.9671
2.1300,1.4916,2.1293
2.1320,1.4860,2.0566
2.1340,1.5314,1.9198
2.1360,1.5260,2.0956
2.1380,1.4455,2.0539
2.1400,1.4822,2.1295
2.1420,1.5084,2.1407
2.1440,1.4563,2.1770
2.1460,1.4443,2.0519
2.1480,1.3533,2.1210
2.1500,1.3096,2.1674
2.1520,1.3033,2.0696
2.1540,1.3135,2.0766
2.1560,1.3554,2.1527
2.1580,1.3650,2.0461
2.1600,1.3598,1.9327
2.1620,1.3546,1.9024
2.1640,1.3625,1.9225
2.1660,1.4213,2.0638
2.1680,1.4826,2.1444
2.1700,1.4089,2.0739
2.1720,1.3942,1.9547
2.1740,1.3894,1.9311
2.1760,1.4428,2.0264
2.1780,1.4506,2.0051
2.1800,1.4513,1.8968
2.1820,1.4510,1.9999
2.1840,1.4236,1.8931
2.1860,1.4110,1.9822
2.1880,1.3695,1.8999
2.1900,1.3944,2.0296
2.1920,1.3803,1.9966
2.1940,1.3379,1.9884
2.1960,1.4038,2.0180
2.1980,1.4033,1.8472
2.2000,1.3276,1.8754
2.2020,1.3176,1.9461
2.2040,1.3860,1.8911
2.2060,1.3892,1.9697
2.2080,1.3843,1.8537
2.2100,1.4104,1.9167
2.2120,1.3937,2.0021
2.2140,1.4635,1.9800
2.2160,1.4278,2.0066
2.2180,1.4011,1.8718
2.2200,1.4286,1.9658
2.2220,1.4635,2.0261
2.2240,1.4986,2.0482
2.2260,1.4610,2.1071
2.2280,1.4210,1.9477
2.2300,1.4351,2.0618
2.2320,1.4331,2.1634
2.2340,1.4028,2.2317
2.2360,1.3284,2.0955
2.2380,1.3900,2.1591
2.2400,1.4212,2.0981
2.2420,1.3883,2.0009
2.2440,1.3661,1.9808
2.2460,1.3894,1.9748
2.2480,1.3928,2.0534
2.2500,1.4079,1.9536
2.2520,1.4506,2.0769
2.2540,1.4317,2.0064
2.2560,1.4338,2.0948
2.2580,1.4046,2.1203
2.2600,1.3470,2.0929
2.2620,1.3750,2.0158
2.2640,1.3307,1.9885
2.2660,1.3369,1.8903
2.2680,1.3436,1.9233
2.2700,1.3542,1.9526
2.2720,1.3406,2.0940
2.2740,1.2913,1.9923
2.2760,1.3392,1.9897
2.2780,1.3353,2.0066
2.2800,1.3534,1.9528
2.2820,1.3089,1.9822
2.2840,1.3505,2.1091
2.2860,1.3190,2.0771
2.2880,1.3130,2.1848
2.2900,1.3255,2.0780
2.2920,1.3084,2.0117
2.2940,1.3459,2.0081
2.2960,1.3041,2.0609
2.2980,1.3433,1.9413
2.3000,1.3728,2.0084
2.3020,1.3637,1.8951
2.3040,1.3641,1.9501
2.3060,1.3813,2.0715
2.3080,1.3958,2.1704
2.3100,1.3722,2.0681
2.3120,1.2974,2.0449
2.3140,1.3440,1.9071
2.3160,1.3737,1.9892
2.3180,1.4136,1.9667
2.3200,1.4274,1.8838
2.3220,1.4027,2.0119
2.3240,1.3664,1.9798
2.3260,1.3732,2.1228
2.3280,1.2981,1.9888
2.3300,1.3096,1.9572
2.3320,1.2663,2.0230
2.3340,1.3365,2.0655
2.3360,1.3389,1.9895
2.3380,1.4023,2.0070
2.3400,1.3462,2.0221
2.3420,1.3665,2.0148
2.3440,1.3621,2.1198
2.3460,1.2827,2.0639
2.3480,1.3587,1.9992
2.3500,1.3542,2.0669
2.3520,1.3841,2.1662
2.3540,1.3684,2.0792
2.3560,1.4120,2.0095
2.3580,1.3710,2.1308
2.3600,1.3400,1.9578
2.3620,1.3323,1.9788
2.3640,1.3178,2.0285
2.3660,1.3409,2.1469
2.3680,1.3447,2.0487
2.3700,1.2905,2.0001
2.3720,1.3321,2.0763
2.3740,1.3163,2.0826
2.3760,1.3229,1.9985
2.3780,1.2980,1.9013
2.3800,1.3112,2.1036
2.3820,1.3456,2.0140
2.3840,1.3203,1.9804
2.3860,1.3113,1.9267
2.3880,1.2743,1.9780
2.3900,1.3169,1.9630
2.3920,1.2876,2.0282
2.3940,1.3043,1.9926
2.3960,1.2985,2.0188
2.3980,1.3484,2.1386
2.4000,1.3073,2.1807
2.4020,1.3171,2.1447
2.4040,1.2985,2.1623
2.4060,1.2844,2.1511
2.4080,1.2656,2.0889
2.4100,1.3125,2.1549
2.4120,1.2583,2.0892
2.4140,1.2709,2.1935
2.4160,1.2943,2.3123
2.4180,1.2663,2.0426
2.4200,1.3030,2.1583
2.4220,1.2794,2.1132
2.4240,1.2487,2.1291
2.4260,1.2563,2.1111
2.4280,1.3048,2.1310
2.4300,1.3042,2.2296
2.4320,1.3589,2.2587
2.4340,1.3932,2.0480
2.4360,1.3709,2.1137
2.4380,1.3666,2.1923
2.4400,1.3462,2.0408
2.4420,1.3613,2.2087
2.4440,1.3604,2.2248
2.4460,1.3452,2.0507
2.4480,1.3386,2.0269
2.4500,1.3425,2.0502
2.4520,1.3763,2.1642
2.4540,1.3046,2.0290
2.4560,1.3670,2.1154
2.4580,1.3080,2.1848
2.4600,1.3478,2.0023
2.4620,1.3690,2.0488
2.4640,1.2656,1.9209
2.4660,1.2764,1.9745
2.4680,1.2263,2.1234
2.4700,1.2690,2.1174
2.4720,1.3043,2.1060
2.4740,1.3028,2.0623
2.4760,1.3059,2.1372
2.4780,1.2726,2.2129
2.4800,1.2879,2.1697
2.4820,1.2869,2.1209
2.4840,1.3035,2.1189
2.4860,1.3238,1.9573
2.4880,1.3470,1.9919
2.4900,1.3865,2.0052
2.4920,1.3108,2.1652
2.4940,1.3304,2.1269
2.4960,1.3177,2.0947
2.4980,1.3016,2.0881
2.5000,1.2662,1.9307
2.5020,1.2925,1.9413
2.5040,1.2940,1.9984
2.5060,1.2870,2.0503
2.5080,1.2392,1.9042
2.5100,1.2808,1.7530
2.5120,1.2854,1.9953
2.5140,1.3260,2.0527
2.5160,1.3295,2.0756
2.5180,1.3119,1.8886
2.5200,1.4028,2.0654
2.5220,1.3429,2.0672
2.5240,1.3467,2.0119
2.5260,1.3122,2.0673
2.5280,1.3376,2.1897
2.5300,1.3231,2.1111
2.5320,1.2552,2.2103
2.5340,1.2969,2.2854
2.5360,1.2831,2.0308
2.5380,1.3340,2.0869
2.5400,1.3120,2.0531
2.5420,1.3678,2.1529
2.5440,1.2876,2.1477
2.5460,1.2882,2.0445
2.5480,1.3426,2.2075
2.5500,1.3305,2.1073
2.5520,1.3117,1.9013
2.5540,1.4076,2.0239
2.5560,1.3377,1.9625
2.5580,1.3454,1.8649
2.5600,1.3646,1.9804
2.5620,1.3618,1.9649
2.5640,1.3453,1.9499
2.5660,1.3340,2.0250
2.5680,1.3696,2.0305
2.5700,1.3907,2.0738
2.5720,1.3110,2.0730
2.5740,1.3023,2.1663
2.5760,1.2965,1.9019
2.5780,1.3085,1.9972
2.5800,1.2908,2.0482
2.5820,1.2737,2.1958
2.5840,1.3438,2.1458
2.5860,1.3656,2.1386
2.5880,1.3273,2.0817
2.5900,1.3272,2.1177
2.5920,1.3170,1.9876
2.5940,1.3510,2.0471
2.5960,1.3648,2.1673
2.5980,1.3544,2.1669
2.6000,1.3387,2.1826
2.6020,1.3095,2.0704
2.6040,1.2425,2.1275
2.6060,1.2998,2.2063
2.6080,1.3478,2.2181
2.6100,1.3867,2.3054
2.6120,1.4051,2.2110
2.6140,1.3556,2.2509
2.6160,1.3771,2.2487
2.6180,1.4357,2.1629
2.6200,1.4236,2.2962
2.6220,1.3579,2.2133
2.6240,1.4094,2.1832
2.6260,1.3738,2.2425
2.6280,1.3712,2.1742
2.6300,1.3332,2.1075
2.6320,1.3135,2.0191
2.6340,1.2828,2.2401
2.6360,1.2838,2.1747
2.6380,1.3356,2.1411
2.6400,1.3427,2.1516
2.6420,1.3464,2.1545
2.6440,1.3049,2.0983
2.6460,1.2939,2.1358
2.6480,1.3832,2.0760
2.6500,1.3506,2.1994
2.6520,1.3198,2.1940
2.6540,1.3429,2.1190
2.6560,1.3527,2.1647
2.6580,1.4209,2.1322
2.6600,1.3056,2.1323
2.6620,1.3371,2.0854
2.6640,1.3593,2.0647
2.6660,1.3748,2.1064
2.6680,1.4020,2.0335
2.6700,1.3171,1.9626
2.6720,1.3434,2.0498
2.6740,1.3578,2.0928
2.6760,1.3329,2.0545
2.6780,1.3510,2.1043
2.6800,1.3523,2.0639
2.6820,1.3983,2.0033
2.6840,1.3206,2.0471
2.6860,1.3877,1.9511
2.6880,1.3641,1.9972
2.6900,1.3742,2.0113
2.6920,1.4242,2.0836
2.6940,1.3746,2.2105
2.6960,1.3557,2.2507
2.6980,1.3525,2.2697
2.7000,1.3997,2.2865
2.7020,1.3893,2.3388
2.7040,1.3531,2.2701
2.7060,1.3622,2.2536
2.7080,1.3184,2.1554
2.7100,1.3388,2.1944
2.7120,1.3548,2.0784
2.7140,1.3255,2.0292
2.7160,1.2842,2.0125
2.7180,1.3760,2.0397
2.7200,1.3322,2.1134
2.7220,1.3336,2.1972
2.7240,1.3884,2.1013
2.7260,1.3543,2.0591
2.7280,1.3678,2.0513
2.7300,1.3967,2.1886
2.7320,1.4044,2.2051
2.7340,1.3713,2.1347
2.7360,1.4111,2.0813
2.7380,1.3832,2.0696
2.7400,1.4126,2.1804
2.7420,1.4177,2.0274
2.7440,1.3885,2.1497
2.7460,1.3913,2.0434
2.7480,1.4599,2.1371
2.7500,1.3799,2.1040
2.7520,1.4235,2.0602
2.7540,1.4182,2.0460
2.7560,1.4063,2.1162
2.7580,1.3609,2.0607
2.7600,1.3457,2.1731
2.7620,1.3641,2.0826
2.7640,1.3032,2.1315
2.7660,1.3254,2.1287
2.7680,1.3854,2.2394
2.7700,1.3117,2.0166
2.7720,1.3263,1.9959
2.7740,1.3431,2.1428
2.7760,1.3098,2.1511
2.7780,1.3825,2.1170
2.7800,1.4516,2.1946
2.7820,1.4359,2.1286
2.7840,1.4565,2.0834
2.7860,1.4443,2.2211
2.7880,1.4874,2.2488
2.7900,1.4576,2.1087
2.7920,1.4062,2.0280
2.7940,1.3966,2.0305
2.7960,1.4033,1.9996
2.7980,1.4075,1.9622
2.8000,1.3850,2.0467
2.8020,1.4043,2.0544
2.8040,1.3550,1.9279
2.8060,1.4251,1.8942
2.8080,1.4553,2.0841
2.8100,1.4406,2.0300
2.8120,1.4244,2.1556
2.8140,1.4410,2.1130
2.8160,1.3795,2.0562
2.8180,1.3664,2.0740
2.8200,1.3743,1.9078
2.8220,1.3648,1.9129
2.8240,1.3782,2.0987
2.8260,1.3984,2.0884
2.8280,1.4038,2.0285
2.8300,1.4226,2.1019
2.8320,1.4218,1.9282
2.8340,1.3956,1.9957
2.8360,1.4065,1.8461
2.8380,1.4396,1.8862
2.8400,1.4693,1.9159
2.8420,1.4307,1.9302
2.8440,1.4158,2.0276
2.8460,1.4466,2.0627
2.8480,1.4608,2.1165
2.8500,1.4319,2.1383
2.8520,1.4556,2.1772
2.8540,1.4798,2.0364
2.8560,1.4440,2.0969
2.8580,1.4633,2.0646
2.8600,1.4790,1.9924
2.8620,1.4442,2.0432
2.8640,1.4423,2.0094
2.8660,1.5022,1.9176
2.8680,1.4444,1.9188
2.8700,1.4347,2.0808
2.8720,1.4808,2.0916
2.8740,1.4895,1.9322
2.8760,1.4764,1.9521
2.8780,1.4532,1.9709
2.8800,1.5079,1.9208
2.8820,1.4630,1.9414
2.8840,1.4816,1.8515
2.8860,1.4794,1.9146
2.8880,1.5261,2.0815
2.8900,1.4734,2.1151
2.8920,1.4975,2.0330
2.8940,1.5349,2.0528
2.8960,1.5327,1.9786
2.8980,1.5104,1.9169
2.9000,1.5084,1.9745
2.9020,1.5322,2.1028
2.9040,1.5061,2.1148
2.9060,1.5314,2.0884
2.9080,1.5346,2.1466
2.9100,1.4538,2.2138
2.9120,1.5094,2.1758
2.9140,1.4952,2.2249
2.9160,1.5589,2.0912
2.9180,1.5037,2.1475
2.9200,1.5066,2.1694
2.9220,1.4594,2.1727
2.9240,1.5286,2.0369
2.9260,1.4879,2.0641
2.9280,1.4699,2.1008
2.9300,1.4830,2.1976
2.9320,1.5061,2.2017
2.9340,1.5021,2.2047
2.9360,1.5083,2.1585
2.9380,1.5413,2.1705
2.9400,1.5621,2.1623
2.9420,1.4619,2.1362
2.9440,1.4916,2.0508
2.9460,1.4292,2.0567
2.9480,1.4392,2.0093
2.9500,1.3838,1.9634
2.9520,1.3739,1.9617
2.9540,1.4072,1.9847
2.9560,1.3960,1.9638
2.9580,1.3922,2.0737
2.9600,1.4417,2.1268
2.9620,1.4444,2.0015
2.9640,1.4664,2.2739
2.9660,1.4499,2.1205
2.9680,1.4006,2.2385
2.9700,1.3813,2.0485
2.9720,1.4384,2.2458
2.9740,1.4237,2.1849
2.9760,1.4272,2.1497
2.9780,1.4118,2.1878
2.9800,1.4542,2.2474
2.9820,1.4583,2.1519
2.9840,1.4794,2.0597
2.9860,1.5001,2.0331
2.9880,1.4257,2.1071
2.9900,1.5116,2.0750
2.9920,1.5218,2.0954
2.9940,1.4756,2.0816
2.9960,1.4500,2.1723
2.9980,1.4535,2.1567
3.0000,1.5061,2.0667
3.0020,1.5448,1.9962
3.0040,1.5127,2.0196
3.0060,1.4976,2.0867
3.0080,1.5091,2.1570
3.0100,1.4616,2.0822
3.0120,1.4626,2.0870
3.0140,1.3699,2.1197
3.0160,1.3309,2.1040
3.0180,1.3375,1.9681
3.0200,1.3353,2.0131
3.0220,1.3177,2.0928
3.0240,1.3371,2.0932
3.0260,1.3222,2.1265
3.0280,1.3565,2.1966
3.0300,1.3524,2.1473
3.0320,1.3629,2.1626
3.0340,1.3768,2.0808
3.0360,1.3839,2.1227
3.0380,1.3725,2.0666
3.0400,1.3300,2.0328
3.0420,1.3941,2.2698
3.0440,1.3974,2.0622
3.0460,1.4337,2.1630
3.0480,1.4344,2.0896
3.0500,1.3588,2.0782
3.0520,1.4296,2.1766
3.0540,1.3885,2.2303
3.0560,1.3902,2.2297
3.0580,1.3993,2.0044
3.0600,1.4032,2.0716
3.0620,1.3841,2.0730
3.0640,1.3809,2.0184
3.0660,1.4024,1.9379
3.0680,1.4324,2.0547
3.0700,1.3764,2.0181
3.0720,1.3448,2.1093
3.0740,1.4042,1.9354
3.0760,1.4118,1.9544
3.0780,1.4216,2.0854
3.0800,1.4053,1.9624
3.0820,1.4087,2.0930
3.0840,1.3836,2.0196
3.0860,1.4230,2.0426
3.0880,1.4065,2.1358
3.0900,1.3708,2.1138
3.0920,1.3845,2.1494
3.0940,1.4105,2.0693
3.0960,1.4150,2.1302
3.0980,1.3900,2.0293
3.1000,1.3879,2.0822
3.1020,1.3854,1.9882
3.1040,1.4203,1.9311
3.1060,1.4775,2.0197
3.1080,1.4596,2.0039
3.1100,1.4646,2.0819
3.1120,1.4242,2.0649
3.1140,1.4214,2.0594
3.1160,1.4030,2.1431
3.1180,1.4413,2.0796
3.1200,1.4722,2.0065
3.1220,1.4703,2.1105
3.1240,1.4778,2.0991
3.1260,1.4860,2.0885
3.1280,1.4927,2.1175
3.1300,1.5198,2.0187
3.1320,1.4501,2.0351
3.1340,1.4795,2.0132
3.1360,1.4558,2.0744
3.1380,1.4191,2.1256
3.1400,1.4572,1.9906
3.1420,1.4309,2.1274
3.1440,1.4053,2.0366
3.1460,1.4932,2.1878
3.1480,1.4021,2.1148
3.1500,1.4023,2.0723
3.1520,1.4085,2.1035
3.1540,1.4071,2.0045
3.1560,1.4131,2.0588
3.1580,1.4153,2.0525
3.1600,1.4202,2.0457
3.1620,1.4081,2.1497
3.1640,1.4338,2.2041
3.1660,1.4379,2.0897
3.1680,1.4301,2.0133
3.1700,1.3939,2.0167
3.1720,1.3942,2.1327
3.1740,1.4428,2.0528
3.1760,1.4116,2.0333
3.1780,1.3885,2.0860
3.1800,1.3558,1.9849
3.1820,1.4397,1.9095
3.1840,1.4279,1.9384
3.1860,1.4131,1.9778
3.1880,1.4399,2.0843
3.1900,1.4010,1.9969
3.1920,1.4542,1.9345
3.1940,1.4198,2.0263
3.1960,1.4081,1.9222
3.1980,1.3858,1.8336
3.2000,1.4419,1.9817
3.2020,1.4719,1.9607
3.2040,1.4181,1.8578
3.2060,1.3832,1.9513
3.2080,1.3681,1.9011
3.2100,1.4105,1.9466
3.2120,1.4476,2.0056
3.2140,1.4613,2.0106
3.2160,1.4326,2.1307
3.2180,1.4216,2.1708
3.2200,1.4225,2.0231
3.2220,1.3665,1.9539
3.2240,1.3838,2.0422
3.2260,1.4579,1.9352
3.2280,1.4050,2.1039
3.2300,1.4198,1.9696
3.2320,1.3863,2.0567
3.2340,1.4446,2.0652
3.2360,1.4105,1.9808
3.2380,1.3824,1.9965
3.2400,1.3476,1.9456
3.2420,1.3804,2.1543
3.2440,1.3771,2.1179
3.2460,1.3799,2.1161
3.2480,1.4184,2.1352
3.2500,1.3950,2.0836
3.2520,1.3932,2.0647
3.2540,1.4278,2.0235
3.2560,1.3970,1.9194
3.2580,1.4098,1.9562
3.2600,1.3726,2.1360
3.2620,1.4033,2.0626
3.2640,1.4293,1.9106
3.2660,1.4044,1.9309
3.2680,1.3625,1.9463
3.2700,1.3646,1.9914
3.2720,1.3587,1.9771
3.2740,1.3654,2.0967
3.2760,1.3549,1.9611
3.2780,1.3986,2.0628
3.2800,1.3708,2.0084
3.2820,1.3770,2.0402
3.2840,1.3598,2.0892
3.2860,1.3472,2.1265
3.2880,1.3612,1.9903
3.2900,1.3784,2.1779
3.2920,1.4168,2.0978
3.2940,1.3734,2.1160
3.2960,1.3638,2.1779
3.2980,1.3731,2.1329
3.3000,1.3691,2.0263
3.3020,1.3563,2.0271
3.3040,1.4103,2.1267
3.3060,1.4196,2.0644
3.3080,1.3695,2.0546
3.3100,1.3876,1.9935
3.3120,1.3401,1.9923
3.3140,1.3712,2.0019
3.3160,1.3162,1.9303
3.3180,1.3130,1.9282
3.3200,1.3102,1.9505
3.3220,1.3562,2.0056
3.3240,1.3334,1.9430
3.3260,1.3374,1.9588
3.3280,1.3249,2.0576
3.3300,1.3665,1.9994
3.3320,1.3568,2.0424
3.3340,1.3748,2.1491
3.3360,1.3533,1.9292
3.3380,1.3858,1.9816
3.3400,1.3598,1.9817
3.3420,1.3853,2.0828
3.3440,1.4473,2.0816
3.3460,1.3639,2.0410
3.3480,1.4350,2.0923
3.3500,1.4924,1.9541
3.3520,1.4255,1.9848
3.3540,1.4435,2.0234
3.3560,1.3659,2.0464
3.3580,1.3675,2.0853
3.3600,1.4232,2.1127
3.3620,1.4080,2.1000
3.3640,1.4385,2.0881
3.3660,1.4050,1.9609
3.3680,1.4052,1.9291
3.3700,1.4408,1.9613
3.3720,1.4375,2.1160
3.3740,1.4197,1.9757
3.3760,1.4243,1.9795
3.3780,1.4084,2.0846
3.3800,1.4514,1.8834
3.3820,1.4332,2.0401
3.3840,1.4583,2.1332
3.3860,1.4615,2.0646
3.3880,1.4586,2.1206
3.3900,1.4891,2.0548
3.3920,1.4420,1.9708
3.3940,1.4156,2.0350
3.3960,1.4350,1.9986
3.3980,1.4014,2.0133
3.4000,1.4334,2.1208
3.4020,1.4613,2.0877
3.4040,1.4311,2.0816
3.4060,1.4052,1.9486
3.4080,1.4956,2.1551
3.4100,1.4675,2.0764
3.4120,1.4780,2.1251
3.4140,1.4488,2.1008
3.4160,1.4893,2.0437
3.4180,1.4567,2.0034
3.4200,1.4918,2.0326
3.4220,1.3946,2.0464
3.4240,1.3623,2.0412
3.4260,1.3699,2.0761
3.4280,1.3421,2.0785
3.4300,1.3968,1.9963
3.4320,1.3813,1.9469
3.4340,1.3468,1.9699
3.4360,1.3334,1.9600
3.4380,1.3794,2.1939
3.4400,1.3833,1.9759
3.4420,1.4043,2.0441
3.4440,1.3598,2.0882
3.4460,1.3813,2.0689
3.4480,1.3928,2.0040
3.4500,1.3794,1.9622
3.4520,1.3743,1.9246
3.4540,1.3518,2.0161
3.4560,1.3234,1.8442
3.4580,1.3319,1.6953
3.4600,1.3368,1.8291
3.4620,1.3326,1.7233
3.4640,1.3328,1.9266
3.4660,1.3935,1.7806
3.4680,1.2806,1.8110
3.4700,1.3578,1.7708
3.4720,1.3880,1.8162
3.4740,1.3716,1.8261
3.4760,1.3032,2.0070
3.4780,1.3662,1.9689
3.4800,1.3621,1.8854
3.4820,1.2966,2.0041
3.4840,1.3224,1.9969
3.4860,1.3043,1.9274
3.4880,1.2746,1.9560
3.4900,1.2894,1.8453
3.4920,1.3208,1.8631
3.4940,1.3351,1.7788
3.4960,1.4596,1.9098
3.4980,1.4055,1.9724
3.5000,1.4376,1.8171
3.5020,1.4194,2.0925
3.5040,1.3702,2.0060
3.5060,1.3623,1.9866
3.5080,1.3904,1.9074
3.5100,1.3621,1.8643
3.5120,1.3797,1.9287
3.5140,1.3743,1.9317
3.5160,1.3606,1.8043
3.5180,1.3461,1.8414
3.5200,1.3292,1.8801
3.5220,1.2891,1.8069
3.5240,1.3698,1.8383
3.5260,1.3152,1.9131
3.5280,1.3759,1.8967
3.5300,1.3523,1.9354
3.5320,1.4607,2.0182
3.5340,1.4355,2.0530
3.5360,1.4545,2.1316
3.5380,1.5135,2.0850
3.5400,1.5125,1.8868
3.5420,1.4580,1.9151
3.5440,1.3586,1.9175
3.5460,1.3511,1.8489
3.5480,1.3637,2.0155
3.5500,1.3635,1.9514
3.5520,1.3758,1.9595
3.5540,1.3711,1.8667
3.5560,1.4326,1.8988
3.5580,1.4785,1.8203
3.5600,1.4659,1.8846
3.5620,1.4880,1.9411
3.5640,1.4687,1.8523
3.5660,1.4636,1.8267
3.5680,1.4722,1.9499
3.5700,1.4855,1.9231
3.5720,1.4670,1.8309
3.5740,1.4285,1.8776
3.5760,1.4648,1.9546
3.5780,1.4336,1.9163
3.5800,1.4269,1.8237
3.5820,1.4204,1.7503
3.5840,1.4456,1.9303
3.5860,1.4759,1.8793
3.5880,1.4427,1.9022
3.5900,1.4556,1.9875
3.5920,1.3917,2.0135
3.5940,1.3848,2.0145
3.5960,1.3431,2.1217
3.5980,1.3767,1.9488
3.6000,1.4321,1.9444
3.6020,1.4442,1.7772
3.6040,1.3933,1.7527
3.6060,1.4331,1.8323
3.6080,1.4862,1.6036
3.6100,1.4454,1.7230
3.6120,1.4475,1.7340
3.6140,1.4507,1.7351
3.6160,1.5075,1.7320
3.6180,1.4752,1.6872
3.6200,1.4467,1.6877
3.6220,1.3922,1.5658
3.6240,1.4380,1.6996
3.6260,1.4681,1.6585
3.6280,1.4889,1.8009
3.6300,1.4622,1.6111
3.6320,1.4106,1.6438
3.6340,1.4393,1.7601
3.6360,1.4700,1.7738
3.6380,1.4728,1.7732
3.6400,1.4518,1.8435
3.6420,1.4613,1.9154
3.6440,1.4070,1.8110
3.6460,1.4180,1.8467
3.6480,1.4110,1.7867
3.6500,1.4118,1.7628
3.6520,1.4312,1.7940
3.6540,1.4631,1.7841
3.6560,1.4506,1.8543
3.6580,1.4662,1.9472
3.6600,1.4612,1.8673
3.6620,1.4934,1.8518
3.6640,1.4468,1.7310
3.6660,1.4250,1.7725
3.6680,1.4170,1.7927
3.6700,1.4086,1.8113
3.6720,1.3756,1.7937
3.6740,1.3382,1.8318
3.6760,1.4459,1.8864
3.6780,1.4054,1.8414
3.6800,1.4375,1.9636
3.6820,1.4694,2.0386
3.6840,1.4694,2.0573
3.6860,1.4242,2.0609
3.6880,1.3324,1.8276
3.6900,1.3661,1.9371
3.6920,1.3933,1.9552
3.6940,1.4676,1.9264
3.6960,1.4720,1.9423
3.6980,1.5208,2.0941
3.7000,1.5766,2.0244
3.7020,1.4902,2.0501
3.7040,1.4842,1.9508
3.7060,1.4770,1.9874
3.7080,1.4300,1.9326
3.7100,1.4557,2.0146
3.7120,1.4307,2.0545
3.7140,1.4240,2.0291
