Time_ns,RMSD_Framework_A,RMSD_CDRs_A
5.5780,1.3950,2.2238
5.5800,1.4141,2.2429
5.5820,1.4564,2.2494
5.5840,1.3982,2.2338
5.5860,1.4135,2.2706
5.5880,1.3698,2.3007
5.5900,1.2905,2.0728
5.5920,1.3467,2.1769
5.5940,1.3605,2.2138
5.5960,1.3267,2.2645
5.5980,1.3494,2.2589
5.6000,1.4256,2.3636
5.6020,1.4121,2.2741
5.6040,1.3852,2.2801
5.6060,1.4166,2.0682
5.6080,1.3753,2.0694
5.6100,1.3895,2.2429
5.6120,1.3907,2.1570
5.6140,1.3949,2.2798
5.6160,1.3567,2.1219
5.6180,1.3686,2.1494
5.6200,1.3604,2.2101
5.6220,1.3614,2.2283
5.6240,1.3933,2.3421
5.6260,1.3572,2.3593
5.6280,1.3477,2.2400
5.6300,1.3481,2.3723
5.6320,1.3042,2.2476
5.6340,1.3797,2.2882
5.6360,1.3589,2.3438
5.6380,1.3562,2.2381
5.6400,1.3810,2.2159
5.6420,1.3757,2.1594
5.6440,1.3030,2.2731
5.6460,1.3225,2.1475
5.6480,1.3045,2.2286
5.6500,1.2936,2.1983
5.6520,1.2774,2.2618
5.6540,1.2870,2.2484
5.6560,1.2691,2.2403
5.6580,1.3163,2.2415
5.6600,1.3361,2.1379
5.6620,1.3755,2.0772
5.6640,1.3490,2.1518
5.6660,1.3340,2.2609
5.6680,1.3396,2.2445
5.6700,1.3519,2.2330
5.6720,1.4041,2.2075
5.6740,1.4009,2.2913
5.6760,1.4209,2.5027
5.6780,1.4930,2.3129
5.6800,1.4236,2.3825
5.6820,1.4247,2.3627
5.6840,1.5068,2.3218
5.6860,1.4128,2.3043
5.6880,1.5382,2.3170
5.6900,1.5712,2.3032
5.6920,1.5367,2.3196
5.6940,1.5300,2.2580
5.6960,1.5577,2.0987
5.6980,1.5097,2.3664
5.7000,1.6424,2.2815
5.7020,1.5796,2.3369
5.7040,1.5406,2.3711
5.7060,1.4696,2.2820
5.7080,1.4999,2.3330
5.7100,1.4769,2.2613
5.7120,1.4624,2.1865
5.7140,1.4343,2.3124
5.7160,1.4760,2.3174
5.7180,1.4111,2.3237
5.7200,1.4652,2.3535
5.7220,1.5541,2.2980
5.7240,1.5169,2.1602
5.7260,1.5045,2.3023
5.7280,1.6071,2.3495
5.7300,1.6148,2.2825
5.7320,1.6201,2.2053
5.7340,1.5690,2.2449
5.7360,1.5136,2.3751
5.7380,1.4798,2.1691
5.7400,1.4243,2.0704
5.7420,1.5058,2.1612
5.7440,1.4754,2.1461
5.7460,1.4858,2.2608
5.7480,1.5119,2.2200
5.7500,1.4510,2.2337
5.7520,1.4546,2.1420
5.7540,1.4730,2.0952
5.7560,1.4179,2.0271
5.7580,1.4489,2.1542
5.7600,1.3880,2.0456
5.7620,1.4178,2.1980
5.7640,1.4716,2.1699
5.7660,1.4232,2.0581
5.7680,1.4267,2.1690
5.7700,1.4826,2.1299
5.7720,1.4183,2.2103
5.7740,1.4905,2.1321
5.7760,1.5585,2.2477
5.7780,1.5288,2.1831
5.7800,1.5306,2.1676
5.7820,1.5285,2.3413
5.7840,1.4920,2.3006
5.7860,1.4946,2.2302
5.7880,1.4995,2.2207
5.7900,1.5310,2.1028
5.7920,1.5399,2.3280
5.7940,1.5731,2.3856
5.7960,1.5553,2.3779
5.7980,1.5484,2.3124
5.8000,1.5029,2.2062
5.8020,1.5079,2.2510
5.8040,1.4536,2.2097
5.8060,1.4281,2.2963
5.8080,1.4670,2.3016
5.8100,1.4403,2.2274
5.8120,1.4717,2.2050
5.8140,1.5046,2.2846
5.8160,1.4590,2.3060
5.8180,1.4572,2.3139
5.8200,1.5569,2.1630
5.8220,1.5348,2.1829
5.8240,1.5188,2.1987
5.8260,1.4749,2.2066
5.8280,1.4649,2.2712
5.8300,1.4753,2.3250
5.8320,1.4324,2.1905
5.8340,1.4940,2.2503
5.8360,1.4086,2.2213
5.8380,1.4525,2.2194
5.8400,1.4493,2.2796
5.8420,1.4285,2.3637
5.8440,1.4315,2.3059
5.8460,1.3772,2.2256
5.8480,1.4751,2.2108
5.8500,1.4762,2.2037
5.8520,1.4699,2.2522
5.8540,1.5477,2.1778
5.8560,1.4889,2.1492
5.8580,1.5109,2.0979
5.8600,1.4934,2.0917
5.8620,1.4755,2.0540
5.8640,1.4457,1.9962
5.8660,1.4559,1.9684
5.8680,1.4889,2.0526
5.8700,1.4803,2.2751
5.8720,1.5356,2.2232
5.8740,1.5649,2.2558
5.8760,1.5723,2.3142
5.8780,1.5968,2.2240
5.8800,1.5189,2.2041
5.8820,1.5354,2.3783
5.8840,1.5674,2.3613
5.8860,1.4995,2.3709
5.8880,1.4660,2.2387
5.8900,1.4691,2.2091
5.8920,1.4040,2.2599
5.8940,1.4552,2.2086
5.8960,1.4052,2.1716
5.8980,1.4035,2.3009
5.9000,1.4197,2.3243
5.9020,1.4707,2.2640
5.9040,1.5401,2.3154
5.9060,1.4563,2.2591
5.9080,1.4540,2.2070
5.9100,1.4323,2.2018
5.9120,1.4686,2.2728
5.9140,1.4924,2.3102
5.9160,1.4473,2.2268
5.9180,1.4214,2.1532
5.9200,1.4544,2.0764
5.9220,1.4090,2.0795
5.9240,1.4498,1.9818
5.9260,1.4580,2.1002
5.9280,1.4455,2.1279
5.9300,1.4215,2.2289
5.9320,1.4597,2.1665
5.9340,1.4317,2.1206
5.9360,1.4097,2.1599
5.9380,1.4796,2.1861
5.9400,1.4821,2.3571
5.9420,1.4311,2.2145
5.9440,1.4603,2.3061
5.9460,1.4026,2.2741
5.9480,1.4708,2.3813
5.9500,1.4872,2.2846
5.9520,1.4611,2.2230
5.9540,1.4843,2.2068
5.9560,1.5188,2.2006
5.9580,1.5742,2.2789
5.9600,1.5870,2.2582
5.9620,1.4335,2.3157
5.9640,1.4269,2.2508
5.9660,1.3870,2.2080
5.9680,1.4640,2.3027
5.9700,1.4559,2.2336
5.9720,1.5770,2.3789
5.9740,1.5583,2.2943
5.9760,1.5438,2.1314
5.9780,1.4846,2.2837
5.9800,1.4878,2.0676
5.9820,1.5216,1.9818
5.9840,1.5149,1.9196
5.9860,1.5298,2.0816
5.9880,1.5250,2.1269
5.9900,1.4941,2.1450
5.9920,1.5082,2.1513
5.9940,1.5218,2.0520
5.9960,1.4626,2.0988
5.9980,1.4717,2.1238
6.0000,1.4857,2.0677
6.0020,1.4567,2.1169
6.0040,1.4531,2.2058
6.0060,1.4503,2.2094
6.0080,1.5192,2.1821
6.0100,1.5027,2.2256
6.0120,1.4913,2.1472
6.0140,1.5721,2.1296
6.0160,1.5530,2.2689
6.0180,1.5400,2.1347
6.0200,1.5145,2.1952
6.0220,1.5558,2.2118
6.0240,1.6087,2.2793
6.0260,1.5317,2.3801
6.0280,1.5950,2.3812
6.0300,1.5612,2.3851
6.0320,1.5409,2.3279
6.0340,1.5962,2.4302
6.0360,1.5680,2.1340
6.0380,1.5679,2.1478
6.0400,1.5369,2.0330
6.0420,1.5895,2.1872
6.0440,1.5553,2.1139
6.0460,1.5439,2.0571
6.0480,1.5357,2.0770
6.0500,1.5857,2.1154
6.0520,1.5468,2.0496
6.0540,1.5306,1.9997
6.0560,1.4918,2.0206
6.0580,1.5381,2.1004
6.0600,1.5538,2.1773
6.0620,1.5398,2.1705
6.0640,1.5689,2.1506
6.0660,1.5781,2.0491
6.0680,1.5217,2.0709
6.0700,1.5691,2.1966
6.0720,1.5692,1.9699
6.0740,1.5531,2.0346
6.0760,1.5626,2.0444
6.0780,1.5280,2.1880
6.0800,1.5549,2.2423
6.0820,1.5337,2.2388
6.0840,1.5468,2.0572
6.0860,1.5395,2.0200
6.0880,1.5208,2.0643
6.0900,1.5020,2.0709
6.0920,1.5884,2.0859
6.0940,1.5171,2.0039
6.0960,1.5494,2.0944
6.0980,1.4991,2.1314
6.1000,1.4801,2.0919
6.1020,1.4801,2.0123
6.1040,1.4460,1.9842
6.1060,1.4556,2.0969
6.1080,1.4978,2.0742
6.1100,1.5071,1.9954
6.1120,1.5227,2.0420
6.1140,1.4532,1.9391
6.1160,1.5124,1.8640
6.1180,1.4722,2.0918
6.1200,1.4333,2.2387
6.1220,1.4315,2.0747
6.1240,1.5306,2.0343
6.1260,1.5392,1.9627
6.1280,1.4809,2.0753
6.1300,1.4197,2.0352
6.1320,1.4207,2.0517
6.1340,1.4194,1.9954
6.1360,1.4660,1.9269
6.1380,1.4025,1.9336
6.1400,1.4456,2.0294
6.1420,1.4768,2.0132
6.1440,1.5140,2.1545
6.1460,1.5041,2.1260
6.1480,1.4490,2.2678
6.1500,1.4491,2.0627
6.1520,1.4746,2.1349
6.1540,1.4894,2.1063
6.1560,1.4665,2.1064
6.1580,1.4545,2.1801
6.1600,1.4334,2.1560
6.1620,1.4418,2.1743
6.1640,1.4806,2.2525
6.1660,1.4975,2.2227
6.1680,1.4271,2.0369
6.1700,1.4803,1.9856
6.1720,1.5113,2.0073
6.1740,1.4837,2.1773
6.1760,1.5000,2.3033
6.1780,1.4994,2.2402
6.1800,1.4738,2.0764
6.1820,1.5392,2.2318
6.1840,1.5220,2.1065
6.1860,1.4774,2.0477
6.1880,1.5528,2.1207
6.1900,1.4580,2.0309
6.1920,1.5110,2.0981
6.1940,1.4510,2.1300
6.1960,1.4269,2.1597
6.1980,1.4817,2.1267
6.2000,1.5570,2.2140
6.2020,1.5904,2.1272
6.2040,1.5226,2.0793
6.2060,1.5326,2.1081
6.2080,1.5376,2.2283
6.2100,1.5614,2.1417
6.2120,1.5669,2.3254
6.2140,1.5168,2.3109
6.2160,1.5425,2.3992
6.2180,1.5943,2.3388
6.2200,1.5885,2.2948
6.2220,1.5912,2.2133
6.2240,1.5578,2.2458
6.2260,1.5544,2.2280
6.2280,1.5557,2.1935
6.2300,1.5042,2.2704
6.2320,1.5225,2.3176
6.2340,1.5653,2.2586
6.2360,1.5616,2.2538
6.2380,1.5775,2.2496
6.2400,1.6129,2.1982
6.2420,1.5719,2.1998
6.2440,1.5309,2.1070
6.2460,1.5827,2.0686
6.2480,1.5430,2.1446
6.2500,1.5437,2.2041
6.2520,1.5613,2.1774
6.2540,1.6146,2.2865
6.2560,1.4889,2.2171
6.2580,1.5122,2.2555
6.2600,1.5464,2.2740
6.2620,1.6084,2.1823
6.2640,1.5367,2.3027
6.2660,1.5173,2.2331
6.2680,1.5747,2.2808
6.2700,1.6019,2.2299
6.2720,1.5839,2.1877
6.2740,1.5728,2.2472
6.2760,1.4873,2.2013
6.2780,1.4798,2.2156
6.2800,1.4702,2.1641
6.2820,1.4633,2.1538
6.2840,1.5475,2.1362
6.2860,1.5310,2.1768
6.2880,1.4515,2.0846
6.2900,1.5239,2.1632
6.2920,1.4370,2.1425
6.2940,1.4582,2.2010
6.2960,1.4411,2.0917
6.2980,1.5338,2.1621
6.3000,1.4688,2.1519
6.3020,1.4492,2.1725
6.3040,1.5139,2.1085
6.3060,1.4237,2.0380
6.3080,1.5172,2.0601
6.3100,1.5328,2.0760
6.3120,1.4732,2.0692
6.3140,1.5306,2.0653
6.3160,1.5210,2.0819
6.3180,1.4582,2.2497
6.3200,1.6075,2.0537
6.3220,1.5596,2.1898
6.3240,1.5731,2.0345
6.3260,1.4708,2.0505
6.3280,1.4887,2.2221
6.3300,1.4325,2.0876
6.3320,1.3841,2.1213
6.3340,1.4584,2.0491
6.3360,1.4817,2.1671
6.3380,1.4702,2.0214
6.3400,1.5277,2.2114
6.3420,1.4665,2.1950
6.3440,1.4223,2.2090
6.3460,1.4071,2.2594
6.3480,1.5207,2.2313
6.3500,1.5089,2.3330
6.3520,1.4795,2.3772
6.3540,1.5117,2.4739
6.3560,1.4786,2.3774
6.3580,1.5185,2.4183
6.3600,1.5175,2.3843
6.3620,1.5046,2.2674
6.3640,1.5172,2.2286
6.3660,1.5399,2.3851
6.3680,1.5206,2.4092
6.3700,1.5607,2.4084
6.3720,1.5215,2.2506
6.3740,1.5144,2.2914
6.3760,1.5831,2.3017
6.3780,1.5023,2.2660
6.3800,1.5673,2.4038
6.3820,1.6088,2.4184
6.3840,1.6131,2.3871
6.3860,1.5906,2.4015
6.3880,1.6091,2.5140
6.3900,1.5448,2.3480
6.3920,1.6397,2.4519
6.3940,1.5944,2.3297
6.3960,1.5865,2.3856
6.3980,1.6463,2.4145
6.4000,1.6402,2.3084
6.4020,1.6367,2.4821
6.4040,1.5639,2.2652
6.4060,1.5342,2.2901
6.4080,1.5906,2.3231
6.4100,1.5271,2.3531
6.4120,1.5010,2.2835
6.4140,1.5335,2.2295
6.4160,1.5946,2.1598
6.4180,1.5790,2.2307
6.4200,1.6187,2.3499
6.4220,1.5931,2.1849
6.4240,1.6167,2.1358
6.4260,1.6372,2.1818
6.4280,1.5998,2.1192
6.4300,1.5663,2.1318
6.4320,1.6215,2.3374
6.4340,1.6804,2.2433
6.4360,1.6242,2.2194
6.4380,1.6027,2.1518
6.4400,1.5200,2.2084
6.4420,1.5648,2.2677
6.4440,1.6314,2.1565
6.4460,1.6220,2.2757
6.4480,1.5445,2.2295
6.4500,1.5557,2.2282
6.4520,1.5850,2.2080
6.4540,1.6072,2.2611
6.4560,1.7065,2.3198
6.4580,1.6609,2.1756
6.4600,1.6037,2.1699
6.4620,1.6047,1.9657
6.4640,1.6414,1.9946
6.4660,1.5694,2.0213
6.4680,1.5749,2.0331
6.4700,1.5367,1.9730
6.4720,1.5454,2.0632
6.4740,1.5389,2.0510
6.4760,1.5580,2.0440
6.4780,1.4794,2.0544
6.4800,1.5456,2.1723
6.4820,1.5739,2.3361
6.4840,1.5056,2.2747
6.4860,1.5186,2.2312
6.4880,1.5078,2.2968
6.4900,1.5589,2.2956
6.4920,1.4591,2.2675
6.4940,1.4662,2.2170
6.4960,1.4546,2.3544
6.4980,1.5785,2.3143
6.5000,1.5110,2.1497
6.5020,1.4750,2.0279
6.5040,1.4982,2.0816
6.5060,1.5086,2.1307
6.5080,1.5548,2.0732
6.5100,1.5620,2.1014
6.5120,1.5557,2.0757
6.5140,1.5892,2.0981
6.5160,1.5702,2.0911
6.5180,1.5448,2.2039
6.5200,1.5663,2.1339
6.5220,1.5521,2.1906
6.5240,1.5356,2.0664
6.5260,1.4898,2.0051
6.5280,1.5186,2.1294
6.5300,1.5816,2.2353
6.5320,1.5470,2.2278
6.5340,1.6329,2.2273
6.5360,1.6267,2.2961
6.5380,1.5959,2.1836
6.5400,1.6295,2.2772
6.5420,1.6254,2.1270
6.5440,1.5247,2.1103
6.5460,1.5591,2.1095
6.5480,1.5377,2.2716
6.5500,1.5665,2.1164
6.5520,1.5992,2.1294
6.5540,1.5244,2.1763
6.5560,1.5192,2.1688
6.5580,1.4732,2.1172
6.5600,1.5391,2.2802
6.5620,1.6169,2.3926
6.5640,1.5675,2.2526
6.5660,1.5565,2.1042
6.5680,1.6197,2.1634
6.5700,1.5645,2.2154
6.5720,1.5911,2.0607
6.5740,1.5686,2.2415
6.5760,1.6091,2.1852
6.5780,1.5756,2.2369
6.5800,1.5469,2.2291
6.5820,1.5755,2.2065
6.5840,1.6081,2.1427
6.5860,1.6746,2.2124
6.5880,1.6776,2.1533
6.5900,1.5720,2.1049
6.5920,1.5646,2.1406
6.5940,1.5357,2.2444
6.5960,1.5528,2.2734
6.5980,1.5483,2.2805
6.6000,1.5906,2.3950
6.6020,1.6526,2.1197
6.6040,1.6281,2.1840
6.6060,1.6084,2.2833
6.6080,1.5388,2.2384
6.6100,1.5187,2.1604
6.6120,1.5816,2.1953
6.6140,1.6047,2.2748
6.6160,1.5956,2.2259
6.6180,1.6161,2.1852
6.6200,1.5973,2.3740
6.6220,1.5331,2.2972
6.6240,1.6502,2.2033
6.6260,1.6406,2.1113
6.6280,1.6382,2.0706
6.6300,1.6205,2.1053
6.6320,1.6777,2.0940
6.6340,1.7318,2.2749
6.6360,1.6842,2.2711
6.6380,1.5857,2.2549
6.6400,1.6767,2.1250
6.6420,1.5576,2.1434
6.6440,1.6122,2.1291
6.6460,1.5407,2.0404
6.6480,1.5670,2.1018
6.6500,1.5912,2.1676
6.6520,1.5701,2.1555
6.6540,1.5552,2.2010
6.6560,1.5503,2.1190
6.6580,1.5520,2.1793
6.6600,1.5139,2.0360
6.6620,1.5538,2.0865
6.6640,1.5510,2.2011
6.6660,1.5716,2.1030
6.6680,1.5920,2.1076
6.6700,1.5689,2.1547
6.6720,1.5822,2.4154
6.6740,1.6426,2.1775
6.6760,1.6116,2.0796
6.6780,1.6039,2.2143
6.6800,1.5543,2.3074
6.6820,1.5463,2.3432
6.6840,1.5817,2.3445
6.6860,1.5617,2.3234
6.6880,1.5552,2.0871
6.6900,1.5371,2.0406
6.6920,1.5439,1.8651
6.6940,1.6530,2.0842
6.6960,1.6257,2.0149
6.6980,1.6060,2.0837
6.7000,1.6100,2.1123
6.7020,1.6096,2.2221
6.7040,1.6773,2.2179
6.7060,1.6481,2.2891
6.7080,1.6174,2.1157
6.7100,1.6319,2.2247
6.7120,1.6619,2.3337
6.7140,1.6998,2.3665
6.7160,1.6578,2.3276
6.7180,1.6366,2.3203
6.7200,1.6434,2.2965
6.7220,1.5647,2.3547
6.7240,1.5777,2.2673
6.7260,1.6419,2.1087
6.7280,1.6785,2.1674
6.7300,1.7041,2.3165
6.7320,1.6952,2.3451
6.7340,1.6146,2.2322
6.7360,1.5979,2.2080
6.7380,1.6000,2.2426
6.7400,1.6937,2.2791
6.7420,1.6641,2.3914
6.7440,1.6551,2.1808
6.7460,1.5864,2.2128
6.7480,1.5816,2.2417
6.7500,1.5582,2.1110
6.7520,1.5534,2.2223
6.7540,1.5313,2.2214
6.7560,1.4470,2.0705
6.7580,1.4881,2.0361
6.7600,1.5570,2.0776
6.7620,1.5593,2.1591
6.7640,1.4986,2.2308
6.7660,1.5541,2.1564
6.7680,1.4847,2.1058
6.7700,1.4820,1.9496
6.7720,1.4936,2.0136
6.7740,1.5155,1.9790
6.7760,1.5492,1.9176
6.7780,1.5453,1.9287
6.7800,1.5435,1.9299
6.7820,1.5827,1.8853
6.7840,1.5275,2.1262
6.7860,1.5782,2.2152
6.7880,1.5720,2.1399
6.7900,1.5412,2.0295
6.7920,1.5433,2.0907
6.7940,1.6437,2.1275
6.7960,1.5322,2.1243
6.7980,1.5997,2.2584
6.8000,1.6103,2.0828
6.8020,1.6414,2.2153
6.8040,1.5395,2.1900
6.8060,1.5845,2.2470
6.8080,1.5291,2.1339
6.8100,1.4699,2.1154
6.8120,1.4568,2.1403
6.8140,1.4434,2.1438
6.8160,1.5381,2.1460
6.8180,1.5749,2.1155
6.8200,1.5319,2.1903
6.8220,1.5405,2.2082
6.8240,1.6117,2.2320
6.8260,1.6059,2.1717
6.8280,1.5437,2.0440
6.8300,1.5559,2.1041
6.8320,1.5520,2.0167
6.8340,1.6341,2.1192
6.8360,1.6448,2.1272
6.8380,1.6457,2.1623
6.8400,1.6731,2.0904
6.8420,1.6714,2.2230
6.8440,1.6844,2.1781
6.8460,1.6699,1.9773
6.8480,1.6756,2.0256
6.8500,1.6536,2.1741
6.8520,1.6403,2.0329
6.8540,1.5547,1.9770
6.8560,1.6201,2.0869
6.8580,1.5392,2.1738
6.8600,1.5407,2.1712
6.8620,1.5763,2.1747
6.8640,1.5226,2.2547
6.8660,1.5869,2.1257
6.8680,1.5755,2.1874
6.8700,1.6482,2.2435
6.8720,1.5741,2.2288
6.8740,1.5093,2.1800
6.8760,1.5331,2.2381
6.8780,1.6080,2.2456
6.8800,1.5927,2.3499
6.8820,1.6376,2.2813
6.8840,1.5771,2.3094
6.8860,1.5890,2.1733
6.8880,1.6560,2.2613
6.8900,1.6528,2.2015
6.8920,1.5716,2.2267
6.8940,1.5783,2.1980
6.8960,1.6021,2.1492
6.8980,1.6010,2.1530
6.9000,1.5531,2.1744
6.9020,1.5698,2.2713
6.9040,1.6347,2.2102
6.9060,1.6229,2.1298
6.9080,1.6114,2.1450
6.9100,1.6005,2.2043
6.9120,1.6311,2.1732
6.9140,1.5738,2.2050
6.9160,1.5651,2.1851
6.9180,1.5901,2.1710
6.9200,1.5307,2.1480
6.9220,1.6022,2.2312
6.9240,1.5247,2.2743
6.9260,1.4789,2.2347
6.9280,1.4717,2.2306
6.9300,1.5008,2.2730
6.9320,1.5128,2.3283
6.9340,1.6189,2.3690
6.9360,1.5766,2.1410
6.9380,1.6023,2.2359
6.9400,1.5683,2.1240
6.9420,1.5582,2.2115
6.9440,1.5580,2.2522
6.9460,1.5600,2.2370
6.9480,1.7682,2.3001
6.9500,1.6064,2.1703
6.9520,1.6100,2.1706
6.9540,1.6038,2.1662
6.9560,1.6123,2.2481
6.9580,1.6015,2.1663
6.9600,1.5784,2.0590
6.9620,1.6377,2.0431
6.9640,1.6249,1.9741
6.9660,1.6206,2.1234
6.9680,1.5170,2.1481
6.9700,1.5615,2.1146
6.9720,1.5919,2.1355
6.9740,1.5600,2.1884
6.9760,1.5956,2.1664
6.9780,1.6384,2.0988
6.9800,1.5557,2.1601
6.9820,1.5082,2.0447
6.9840,1.5387,2.1514
6.9860,1.5746,2.0102
6.9880,1.5303,2.2157
6.9900,1.5797,2.2344
6.9920,1.5320,2.2862
6.9940,1.5415,2.2101
6.9960,1.5563,2.2276
6.9980,1.6347,2.2668
7.0000,1.5859,2.2486
7.0020,1.6437,2.2376
7.0040,1.6022,2.1580
7.0060,1.5925,2.2846
7.0080,1.5536,2.2664
7.0100,1.5772,2.2829
7.0120,1.5969,2.1867
7.0140,1.5393,2.2851
7.0160,1.5575,2.1055
7.0180,1.5342,2.0834
7.0200,1.5269,2.2078
7.0220,1.5654,2.1803
7.0240,1.5735,2.1979
7.0260,1.5647,2.1640
7.0280,1.5871,2.1504
7.0300,1.5409,2.0282
7.0320,1.5287,2.0422
7.0340,1.5940,2.1730
7.0360,1.5799,2.2258
7.0380,1.5485,2.2407
7.0400,1.5499,2.0487
7.0420,1.6275,2.1642
7.0440,1.5509,2.1562
7.0460,1.5618,2.2001
7.0480,1.5933,2.1420
7.0500,1.6184,2.1542
7.0520,1.5930,2.0565
7.0540,1.6137,2.1782
7.0560,1.6111,2.1657
7.0580,1.5743,2.2002
7.0600,1.5111,2.2017
7.0620,1.5861,2.0927
7.0640,1.5807,2.1561
7.0660,1.5533,2.1936
7.0680,1.5139,2.0435
7.0700,1.5019,2.3042
7.0720,1.5273,2.1282
7.0740,1.5409,2.1991
7.0760,1.5187,2.1424
7.0780,1.5351,2.1255
7.0800,1.5281,2.1547
7.0820,1.5230,2.0417
7.0840,1.5939,2.1073
7.0860,1.4997,2.1955
7.0880,1.5242,2.1539
7.0900,1.4279,2.1894
7.0920,1.4868,2.1418
7.0940,1.5193,2.2095
7.0960,1.4666,2.2782
7.0980,1.5339,2.2141
7.1000,1.5137,2.1110
7.1020,1.5592,2.1907
7.1040,1.4974,2.2028
7.1060,1.5569,2.3109
7.1080,1.5376,2.2451
7.1100,1.4860,2.1930
7.1120,1.4764,2.2130
7.1140,1.4673,2.2061
7.1160,1.4248,2.2170
7.1180,1.4293,2.1623
7.1200,1.4470,2.0699
7.1220,1.4180,2.1179
7.1240,1.5063,2.1073
7.1260,1.4854,2.2002
7.1280,1.4737,2.2071
7.1300,1.4418,2.2902
7.1320,1.4619,2.2817
7.1340,1.4477,2.3716
7.1360,1.4366,2.3485
7.1380,1.4498,2.0596
7.1400,1.4193,2.1939
7.1420,1.4496,2.2083
7.1440,1.4685,2.1756
7.1460,1.4570,2.1843
7.1480,1.4745,2.1698
7.1500,1.5704,2.1986
7.1520,1.5108,2.1122
7.1540,1.4893,2.1858
7.1560,1.4138,2.3022
7.1580,1.5018,2.0617
7.1600,1.5676,2.1661
7.1620,1.4889,2.2163
7.1640,1.5478,2.1316
7.1660,1.4626,2.2169
7.1680,1.4681,2.1016
7.1700,1.5025,2.2358
7.1720,1.4887,2.2299
7.1740,1.4577,2.1896
7.1760,1.5259,2.2316
7.1780,1.5211,2.2531
7.1800,1.5412,2.1378
7.1820,1.5515,2.2933
7.1840,1.4942,2.3150
7.1860,1.5183,2.2642
7.1880,1.4584,2.2146
7.1900,1.4782,2.2750
7.1920,1.5124,2.0881
7.1940,1.5030,2.0455
7.1960,1.5229,2.1846
7.1980,1.5826,2.0889
7.2000,1.5538,2.2289
7.2020,1.5421,2.2052
7.2040,1.6138,2.2006
7.2060,1.5659,2.3475
7.2080,1.6406,2.2156
7.2100,1.6253,2.2472
7.2120,1.6164,2.2137
7.2140,1.6258,2.1520
7.2160,1.5916,2.2763
7.2180,1.5964,2.2814
7.2200,1.4773,2.2223
7.2220,1.5209,2.0847
7.2240,1.5356,2.1978
7.2260,1.5539,2.1002
7.2280,1.5232,2.1264
7.2300,1.5304,2.1181
7.2320,1.4678,2.2588
7.2340,1.5082,2.2582
7.2360,1.5129,2.2122
7.2380,1.4958,2.1408
7.2400,1.4893,2.3591
7.2420,1.5562,2.3693
7.2440,1.4833,2.4108
7.2460,1.5089,2.3938
7.2480,1.5429,2.2840
7.2500,1.4696,2.2245
7.2520,1.5426,2.2814
7.2540,1.5039,2.2701
7.2560,1.5406,2.1799
7.2580,1.5520,2.1484
7.2600,1.5764,2.1893
7.2620,1.6323,2.1704
7.2640,1.6224,2.1304
7.2660,1.6153,2.2503
7.2680,1.5520,2.2908
7.2700,1.6033,2.1871
7.2720,1.5669,2.2667
7.2740,1.5970,2.1161
7.2760,1.5828,2.2637
7.2780,1.5725,2.2418
7.2800,1.5485,2.2850
7.2820,1.5698,2.3561
7.2840,1.5946,2.1991
7.2860,1.5824,2.3127
7.2880,1.6194,2.2913
7.2900,1.5592,2.2342
7.2920,1.5895,2.2690
7.2940,1.5442,2.2585
7.2960,1.5591,2.2005
7.2980,1.5098,2.2044
7.3000,1.5105,2.1421
7.3020,1.5556,2.2822
7.3040,1.5353,2.3172
7.3060,1.5541,2.3020
7.3080,1.5025,2.3455
7.3100,1.4695,2.1718
7.3120,1.4478,2.2214
7.3140,1.4773,2.2280
7.3160,1.4600,2.2360
7.3180,1.4958,2.3161
7.3200,1.4709,2.2760
7.3220,1.4544,2.3844
7.3240,1.5117,2.4192
7.3260,1.5339,2.3564
7.3280,1.5009,2.1829
7.3300,1.4852,2.2716
7.3320,1.5063,2.2618
7.3340,1.5987,2.3120
7.3360,1.5136,2.3734
7.3380,1.5102,2.2052
7.3400,1.5258,2.1382
7.3420,1.5232,2.0997
7.3440,1.4556,2.1028
7.3460,1.5299,2.1615
7.3480,1.4997,2.1617
7.3500,1.4677,2.2524
7.3520,1.5641,2.3349
7.3540,1.5004,2.3494
7.3560,1.5005,2.2472
7.3580,1.5283,2.3354
7.3600,1.5720,2.3469
7.3620,1.5564,2.2936
7.3640,1.5465,2.2905
7.3660,1.5494,2.3197
7.3680,1.5328,2.2743
7.3700,1.5537,2.2634
7.3720,1.5686,2.2634
7.3740,1.5704,2.4365
7.3760,1.6033,2.2852
7.3780,1.5520,2.2377
7.3800,1.5378,2.2296
7.3820,1.4828,2.2394
7.3840,1.5215,2.2315
7.3860,1.5461,2.3022
7.3880,1.5961,2.2362
7.3900,1.6182,2.3508
7.3920,1.6424,2.4349
7.3940,1.6595,2.3093
7.3960,1.6646,2.2021
7.3980,1.5881,2.3003
7.4000,1.6034,2.2956
7.4020,1.5852,2.2008
7.4040,1.6049,2.2158
7.4060,1.6742,2.3532
7.4080,1.6217,2.3162
7.4100,1.5922,2.3142
7.4120,1.6004,2.3788
7.4140,1.6378,2.2845
7.4160,1.5723,2.2396
7.4180,1.5743,2.1760
7.4200,1.5482,2.2650
7.4220,1.5906,2.2201
7.4240,1.5715,2.2364
7.4260,1.5638,2.2937
7.4280,1.5124,2.1985
7.4300,1.5539,2.2522
7.4320,1.5213,2.2666
7.4340,1.5390,2.3334
7.4360,1.5996,2.3306
7.4380,1.7030,2.3588
